name,code,sectors,products
태양기계,116100,자동차 신품 부품 제조업,엔진부품
티에스아이,277880,특수 목적용 기계 제조업,2차전지 Mixing System
피엔아이컴퍼니,242350,"영화, 비디오물, 방송프로그램 제작 및 배급업","3D 애니메이션, 3D VR 시뮬레이터 및 콘텐츠"
한중엔시에스,107640,자동차 신품 부품 제조업,"자동차 신품 부품제조업(배기시스템부품, Electroinc, 전기차 밧데리 모듈 부품 등)"
DSR제강,069730,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조"
JW중외제약,001060,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매"
KPX홀딩스,092230,기초 화학물질 제조업,지주회사
KSS해운,044450,해상 운송업,"특수화물해상운송(케이컬,액화가스,냉동.냉장화물),선박대여"
LF,093050,봉제의복 제조업,"기성복, 의류, 잡화, 제조"
LG하우시스,108670,플라스틱제품 제조업,"창호재, 자동차부품 등"
LG화학,051910,기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매"
LIG넥스원,079550,무기 및 총포탄 제조업,정밀유도무기 등
LS,006260,기타 금융업,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매"
NAVER,035420,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",포털 서비스 및 온라인 광고
NH투자증권,005940,금융 지원 서비스업,"증권업,종합금융"
NICE,034310,회사 본부 및 경영 컨설팅 서비스업,"기업신용분석,유가증권등급평정,기업정보,긍융정보,경제정보,소비자신용정보 제공,시장조사,사회여론조사,점외 CD/ATM사업"
NI스틸,008260,1차 철강 제조업,"스틸파이프,철강재임가공 제조,도매"
SH에너지화학,002360,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조"
SK증권,001510,금융 지원 서비스업,"증권업,부동산 임대"
SK하이닉스,000660,반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매"
경인양행,012610,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입"
경인전자,009140,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매"
기신정기,092440,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역"
녹십자,006280,의약품 제조업,"알부민외 제조,판매"
대교,019680,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원"
대동전자,008110,통신 및 방송 장비 제조업,"통신음향,전자기계기구용 플라스틱제품 제조,도매"
대림비앤코,005750,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대"
대양금속,009190,1차 철강 제조업,스테인레스 냉연강판 제조
대창,012800,1차 비철금속 제조업,"황동봉,동합금괴 제조,판매"
동국제강,001230,1차 철강 제조업,"후판,철근,강판,형강,앵글,찬넬,평철 제조,판매"
동화약품,000020,의약품 제조업,"의약품 제조,판매,수출입"
두산솔루스,336370,전자부품 제조업,"동박, 유압기기 등"
디아이동일,001530,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출"
디아이씨,092200,자동차 신품 부품 제조업,"자동차부품(트란스밋숀,프런트액슬,기어,전동축),변속동력전달장치,특수공구,농기계 및 산업기계부품 제조,무역"
롯데관광개발,032350,여행사 및 기타 여행보조 서비스업,"국내외여행알선,관광개발,전세운수,항공권매매대행"
롯데케미칼,011170,기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조"
맵스리얼티1,094800,신탁업 및 집합투자업,
무학,033920,알코올음료 제조업,소주
미래아이앤지,007120,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","CCTV, DVR제조, 금융솔루션, 방산제품"
바다로19호,155900,운송장비 임대업,
부산주공,005030,자동차 신품 부품 제조업,"자동차부품(엔진부품,조향장치부품,브레이장치부품,오토미셧부품) 제조,도매/부동산 임대"
비케이탑스,030790,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","시스템통합소프트웨어 개발, 전자상거래"
비티원,101140,생활용품 도매업,"신발,의류,스포츠용품 도매,제조"
사조씨푸드,014710,수산물 가공 및 저장 처리업,횟감용 참치 및 기타 일반수산물
삼성물산,028260,기타 전문 도매업,"도소매, 건설, 남자용 정장 제조업 등"
삼성전자,005930,통신 및 방송 장비 제조업,"IMT2000 서비스용 동기식 기지국,교환국장비,데이터단말기,동영상휴대폰,핵심칩,반도체제품,사무,계산 및 회계용기계"
삼성제약,001360,의약품 제조업,"의약품(까스명수,쓸기담,에프킬라에어졸,액체우황청심원) 제조,도매"
삼원강재,023000,자동차 신품 부품 제조업,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매"
삼익THK,004380,일반 목적용 기계 제조업,"직선운동시스템,메카트로시스템,기타정밀 자동화기기 제조,판매/전자상거래,인터넷 관련 s/w,h/w 개발,판매,유지보수"
삼일제약,000520,의약품 제조업,"양약(부루펜,액티피드,포리부틴) 제조,도매"
삼진제약,005500,의약품 제조업,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배"
삼화왕관,004450,기타 금속 가공제품 제조업,"납세용 일반병마개,알루미늄캡,플라스틱캡 제조,판매,금속인쇄,수출"
서연,007860,기타 금융업,"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매"
선창산업,002820,나무제품 제조업,"합판,가정용가구(선우드),MDF,제재목,하드보드 제조/부동산 임대"
성신양회,004980,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트,레미콘 제조"
세기상사,002420,"영화, 비디오물, 방송프로그램 제작 및 배급업","극장(영화상영)/극영화,만화영화 제조/음식료품,일용잡화 소매/부동산 임대"
세아특수강,019440,1차 철강 제조업,"냉간압조용선재,마봉강,스테인레스봉강 제조"
세우글로벌,013000,기타 전문 도매업,"화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업"
세원정공,021820,자동차 신품 부품 제조업,"자동차부품(차체류,램프류) 제조"
세진중공업,075580,선박 및 보트 건조업,"선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter"
세화아이엠씨,145210,특수 목적용 기계 제조업,"타이어 금형, 타이어 제조설비"
셀트리온,068270,기초 의약물질 및 생물학적 제제 제조업,"램시마, 트룩시마, 허쥬마"
신라교역,004970,어로 어업,"원양어업(참치,명태,휠레트,연육,명란,새우),어획물 판매/직물 수출"
신성통상,005390,기타 전문 도매업,"의류,악세사리(모자,벨트,가방) 도매/의류 제조"
신세계,004170,종합 소매업,"백화점,할인점(E마트)"
신풍제약,019170,의약품 제조업,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매"
아모레퍼시픽,090430,기타 화학제품 제조업,"화장품,생활용품 제조, 판매"
아세아,002030,회사 본부 및 경영 컨설팅 서비스업,"회사본부,지주회사 및 경영컨설팅 서비스업"
아이에스동서,010780,"내화, 비내화 요업제품 제조업","타일,위생도기,콘크리트파일,P.C관,침목 제조,도매"
에스제이엠,123700,자동차 신품 부품 제조업,자동차및산업용Bellows
에이리츠,140910,부동산 임대 및 공급업,
에이엔피,015260,전자부품 제조업,"전자부품(인쇄회로기판),무정전 전원공급장치 제조"
엔케이,085310,"구조용 금속제품, 탱크 및 증기발생기 제조업","고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매"
엔피씨,004250,플라스틱제품 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매"
영원무역홀딩스,009970,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제"
우리들휴브레인,118000,기계장비 및 관련 물품 도매업,의료기기 도매
우신시스템,017370,특수 목적용 기계 제조업,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매"
우진,105840,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기
우진플라임,049800,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매"
유니드,014830,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매"
유진증권,001200,금융 지원 서비스업,"유가증권 매매,중개,인수"
이건산업,008250,나무제품 제조업,"컨테이너용합판,목재 파렛트,프레스우드 파렛트,가공목재,제재목 제조/부동산 임대"
이연제약,102460,의약품 제조업,"항생제,순환기제"
인스코비,006490,전기 통신업,"시계,스마트그리드,도소매,소프트웨어개발"
잇츠한불,226320,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등"
조광페인트,004910,기타 화학제품 제조업,"도료(우레탄,에나멜,락카,특수도료) 제조,도매"
조선내화,000480,"내화, 비내화 요업제품 제조업","내화연와(정형,부정형,S/N,CCN),단열벽돌,스라이딩노즐,연주용 특수내화물 제조"
지누스,013890,가구 제조업,매트리스 및 가구제품
진에어,272450,항공 여객 운송업,"여객, 화물 등 항공운송"
참엔지니어링,009310,특수 목적용 기계 제조업,FPD Laser Repair 장비 등 (FPD 장비의 개발과 제조 및 판매)
케이씨씨,002380,기타 화학제품 제조업,"건축용단열재,내외장재,스레트,밤라이트,암면,석고보드,판유리 제조"
케이씨씨글라스,344820,유리 및 유리제품 제조업,판유리 등
코리아오토글라스,152330,유리 및 유리제품 제조업,자동차 안전 유리
코오롱글로벌,003070,토목 건설업,"토목공사,일반건설,주택건설,해외건설,소각로설비공사/환경플랜트,폐처리기 제조"
태경케미컬,006890,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조"
태광산업,003240,화학섬유 제조업,"석유화학제품(PTA,AN),화섬사,직물 등"
토니모리,214420,기타 화학제품 제조업,"스킨케어 베이직, 포인트 메이크업, 스킨케어 스페셜, 베이스 메이크업 등"
페이퍼코리아,001020,"펄프, 종이 및 판지 제조업","제지(신문용지,중질지),합판 제조,건설,석유류 판매"
포스코,005490,1차 철강 제조업,"열연코일,냉연강판,후판,선재,스테인리스 제조"
하나제약,293480,의약품 제조업,완제의약품
한국쉘석유,002960,석유 정제품 제조업,"윤활유,그리스 제조,도매"
한국화장품제조,003350,기타 화학제품 제조업,"화장품(OEM,ODM)"
한미글로벌,053690,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축 설계,감리/건축공사,토목공사,설비공사,전기공사,안전공사"
한솔피엔에스,010420,기타 전문 도매업,"정보시스템구축 및 유지보수, 포장재제조 및 가공, 지류가공 및 판매"
한양증권,001750,금융 지원 서비스업,증권업
한진중공업,097230,토목 건설업,"선박건조,기계플랜트 제조/토목공사,건축공사,조경공사,전기공사,가스공사,준설공사,기계설비공사"
한진중공업홀딩스,003480,연료용 가스 제조 및 배관공급업,지주회사
한진칼,180640,항공 여객 운송업,"지주사업, 경영자문 및 컨설팅"
한화,000880,기타 화학제품 제조업,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고"
한화솔루션,009830,기초 화학물질 제조업,"합성수지,유화부문(LDPE,LLDPE)제품 제조,플라스틱가공품(PVC),CA,무기화학제품,부동산업"
현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","변압기, 고압차단기, 회전기, 배전반 등"
