name,code,sectors,products
DB금융투자,016610,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매"
DGB금융지주,139130,기타 금융업,지주회사
E1,017940,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매"
F&F,007700,봉제의복 제조업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매"
KC코트렐,119650,일반 목적용 기계 제조업,전기집진기 등
KEC,092220,반도체 제조업,반도체 제조
KISCO홀딩스,001940,1차 철강 제조업,지주사업
LG,003550,기타 금융업,지주회사
LG디스플레이,034220,전자부품 제조업,액정표시장치(TFT-LCD) 제조
LS전선아시아,229640,기타 금융업,
NH프라임리츠,338100,부동산 임대 및 공급업,부동산 투자
S&T중공업,003570,자동차 신품 부품 제조업,"자동차부품(동력전달장치 등),공작기계(CNC선반 등),사출성형기 제조"
S&T홀딩스,036530,기타 금융업,"지배,경영지도,정리,육성"
S-Oil,010950,석유 정제품 제조업,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매"
SK네트웍스,001740,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업"
경동인베스트,012320,기타 금융업,지주회사
계룡건설산업,013580,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사"
고려제강,002240,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매"
국동,005320,생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대"
남양유업,003920,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매"
노루페인트,090350,기타 화학제품 제조업,페인트 제조
대상,001680,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사"
대성홀딩스,016710,회사 본부 및 경영 컨설팅 서비스업,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대"
대우조선해양,042660,선박 및 보트 건조업,선박 제조
대호에이엘,069460,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역"
덴티움,145720,의료용 기기 제조업,치과용 기기 제조업
동원F&B,049770,기타 식품 제조업,"참치캔,음료,냉동식품 제조,판매"
두산중공업,034020,일반 목적용 기계 제조업,"기관,터어빈,선박용엔진,주단조품,제강제품 제조/종합건설"
롯데제과,280360,기타 식품 제조업,"껌,캔디,초코,비스켓,빙과"
만호제강,001080,1차 철강 제조업,"와이어로프,합성섬유로프,특수강선 제조,수출,임대"
모나미,005360,생활용품 도매업,"BP153(BALL POINT PEN), P-3000(PLUS PEN), 유성매직, 보드마카, 네임펜, PARKER, WARTERMAN, 색연필"
문배철강,008420,1차 철강 제조업,"철강재중 판재류(후판,박판,무늬강판) 제조,도매"
미창석유공업,003650,석유 정제품 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입"
백광산업,001340,기초 화학물질 제조업,"가성소다,합성염산 제조,판매"
벽산,007210,기타 비금속 광물제품 제조업,"단열재, 천장재, 외장재, 내장재, 외단열, 바닥재 등"
부광약품,003000,의약품 제조업,"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조"
부국철강,026940,1차 철강 제조업,철강
부산도시가스,015350,연료용 가스 제조 및 배관공급업,"도시가스 배관공급,가스기기 판매,설비공사"
비상교육,100220,"서적, 잡지 및 기타 인쇄물 출판업","참고서 출판/소프트웨어 개발,공급"
사조산업,007160,어로 어업,"원양어업(참치,명태,오징어),육가공,참치통조림,장류 제조/냉동냉장 창고운영/부동산 임대/컴퓨터,소프트웨어 개발,도매/팝콘,구운김 도매"
삼성공조,006660,자동차 신품 부품 제조업,"자동차부품(라디에터,오일쿨러,인터쿨러) 제조,판매"
삼성생명,032830,보험업,"생명보험,부동산 임대"
삼성전기,009150,전자부품 제조업,"영상,음향,통신장비,모듈,다층인쇄회로기판,적층세라믹콘덴서,고주파필터,전압제어발진기,온도보상형수정발진기,칩인덕터,디지털위성방송수신기,광픽업,편향코일"
삼양패키징,272550,플라스틱제품 제조업,PET 용기 및 아셉틱 OEM
삼화전기,009470,전자부품 제조업,"콘덴서 제조,판매"
샘표,007540,기타 금융업,"간장,된장,고추장 제조,가공,판매,무역"
서흥,008490,기타 화학제품 제조업,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매"
세하,027970,"펄프, 종이 및 판지 제조업","백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사"
수산중공업,017550,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매"
신세계I&C,035510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","IT시스템 개발, 운영 및 유지보수, IT 컨설팅, IT장비솔루션 총판, 아웃소싱, IDC, IT기기 및 휴대폰 유통, 전자상품권"
신세계건설,034300,건물 건설업,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역"
신영와코루,005800,봉제의복 제조업,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조"
신영증권,001720,금융 지원 서비스업,증권업
신원,009270,봉제의복 제조업,"여성,남성의류,스웨터,의복관련 악세사리,사카린,망초 제조,판매,수출입/섬유의류 도매/신용카드업/의류전문 물류대행 및 임대사업"
신풍제지,002870,"펄프, 종이 및 판지 제조업","마닐라판지 제조,도소매"
아주캐피탈,033660,기타 금융업,"투자회사,할부금융,리스/자동차정비,자동차리스"
에스엘,005850,자동차 신품 부품 제조업,"자동차부품(자동차램프류,샤시와조향기기,케스터홀더) 제조"
에이프로젠 KIC,007460,기타 금속 가공제품 제조업,"단열장치,철구조물,가열로,특수단열재(금속표면경화육성,원자로용) 제조/단열공사/부동산 임대"
엘브이엠씨,900140,자동차 판매업,지주회사
엘에스일렉트릭,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","고압기기,저압기기,변압기,배전반,PLC,인버터,빌딩설비,공조기,건축배관,자동화기기 제조,동가공"
오리온,271560,기타 식품 제조업,스낵 등 과자류
우리금융지주,316140,기타 금융업,금융지주
우성사료,006980,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역"
웰바이오텍,010600,상품 중개업,"피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조"
유니온,000910,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매"
유안타증권,003470,금융 지원 서비스업,"유가증권 매매,중개,대리,인수"
일진머티리얼즈,020150,전자부품 제조업,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매"
일진전기,103590,절연선 및 케이블 제조업,
조광피혁,004700,"가죽, 가방 및 유사제품 제조업","가죽(피혁원단,제화용원단,카시트용원단),가방,신발 제조,도매"
조일알미늄,018470,1차 비철금속 제조업,"알루미늄판 제조,도매"
진흥기업,002780,토목 건설업,"아파트건설,토목공사,건축공사,국내도급공사"
카카오,035720,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷 서비스(인터넷 광고)
케이씨티시,009070,도로 화물 운송업,"화물자동차운송,항만하역,창고보관,컨테이너조작,중량물해상운송"
케이티,030200,전기 통신업,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)"
코리안리,003690,재 보험업,금융보험/부동산 임대
코스맥스비티아이,044820,기타 금융업,"화장품,의약부외품 제조,도매"
크라운제과,264900,기타 식품 제조업,"비스킷, 스낵, 당과"
크라운해태홀딩스,005740,기타 금융업,"비스켓,쵸코렛,사탕,웨이퍼 제조,도매"
태림포장,011280,"골판지, 종이 상자 및 종이용기 제조업","골판지,골판지상자,수출용박스 제조,도매/인쇄"
태원물산,001420,자동차 신품 부품 제조업,"자동차부품,워터펌프,인산정제석고,건축자재(불연내장재), 제조,수출입"
티에이치엔,019180,기타 전기장비 제조업,"자동차부품(전기배선장치류) 제조,도매"
팬오션,028670,해상 운송업,"해상화물운송(외항,운수보관)"
평화산업,090080,자동차 신품 부품 제조업,"자동차부품(방진고무,방류고무(COVER류,CUP류),호스류),장비시설용 부품 제조,판매"
하나투어,039130,여행사 및 기타 여행보조 서비스업,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매"
하이골드12호,172580,운송장비 임대업,
한국프랜지공업,010100,자동차 신품 부품 제조업,"자동차부품(제동,구동장치),프랜지(관이음쇠),철구조물,산업기계 제조"
한독,002390,의약품 제조업,"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대"
한세엠케이,069640,"섬유, 의복, 신발 및 가죽제품 소매업","케주얼웨어(BUCKAROO, TBJ 등)"
한솔제지,213500,"펄프, 종이 및 판지 제조업","인쇄용지, 산업용지, 특수지 제조 및 판매"
한솔케미칼,014680,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출"
한솔테크닉스,004710,전자부품 제조업,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조"
한온시스템,018880,일반 목적용 기계 제조업,"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매"
한진,002320,도로 화물 운송업,"포장화물,택배산업,항만하역,고속버스사업,운수보관"
해성디에스,195870,전자부품 제조업,반도체 패키지용 Substrate
현대리바트,079430,가구 제조업,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조"
현대해상,001450,보험업,손해보험(자동차보험)
혜인,003010,기계장비 및 관련 물품 도매업,"건설기계,산업용 기계장비(진공흡인차,세정차),스테거크레인,비상용발전기,해상용엔진 도소매/창고"
화성산업,002460,건물 건설업,아파트 건설
휴비스,079980,화학섬유 제조업,"합성섬유(폴리에스테르원사,원면),재생섬유,폴리에스텔 원사,원면,고상칩 제조,도소매"
CNH,023460,신탁업 및 집합투자업,투자자문
DMS,068790,특수 목적용 기계 제조업,LCD 제조장비
IBKS제11호스팩,335890,금융 지원 서비스업,기타 금융업
IBKS제14호스팩,351320,기타 금융업,기업인수목적회사
KBI메탈,024840,1차 비철금속 제조업,모터코어
KMH하이텍,052900,플라스틱제품 제조업,TRAY(반도체Packing재료)
KNN,058400,텔레비전 방송업,방송프로그램 제작 및 송출
KPX생명과학,114450,기초 의약물질 및 생물학적 제제 제조업,의약품 중간체 등
KTH,036030,상품 중개업,"K쇼핑, 콘텐츠유통, ICT"
KT서브마린,060370,전기 및 통신 공사업,해저케이블등의 건설 및 유지보수 업무
OQP,078590,자동차 신품 부품 제조업,자동차내장카페트
SBS콘텐츠허브,046140,"영화, 비디오물, 방송프로그램 제작 및 배급업","컨텐츠, 프로젝트"
SG&G,040610,자동차 신품 부품 제조업,생활정보신문
SGA,049470,소프트웨어 개발 및 공급업,"산업용컴퓨터 제조, 판매"
SNK,950180,소프트웨어 개발 및 공급업,"IP 라이센스, 콘솔, 모바일 게임"
SV인베스트먼트,289080,기타 금융업,중소/벤처기업 투자 및 육성
TPC,048770,일반 목적용 기계 제조업,"구동기기(실린더), 방향제어기(밸브)"
TS인베스트먼트,246690,신탁업 및 집합투자업,투자조합 결성 및 투자
YBM넷,057030,교육지원 서비스업,"온라인교육, 수수료수입 등"
iMBC,052220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","디지털콘텐츠,웹에이젼시"
가온미디어,078890,통신 및 방송 장비 제조업,디지털셋톱박스
경동제약,011040,의약품 제조업,"로사졸정, 시사프렌정, 디로핀정, 타론정.주"
고영,098460,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비
골드퍼시픽,038530,생활용품 도매업,"주문형반도체, IMT-2000 Modem Chip 등"
골든센츄리,900280,기타 금융업,트랙터용 휠 및 타이어
광진윈텍,090150,자동차 신품 부품 제조업,시트히터
구영테크,053270,자동차 신품 부품 제조업,엔진 브라켓(Engine Bracket) 등
국보디자인,066620,실내건축 및 건축마무리 공사업,인테리어디자인
글로스퍼랩스,032860,"해체, 선별 및 원료 재생업",철스크랩
나이스정보통신,036800,전기 통신업,카드 VAN사업
남화산업,111710,스포츠 서비스업,골프장 서비스
네스엠,056000,소프트웨어 개발 및 공급업,모바일게임
네오오토,212560,자동차 신품 부품 제조업,"피니언 기어, 디프 어셈블리, 대형기어"
네오위즈,095660,소프트웨어 개발 및 공급업,"피망,스페셜포스"
네오크레마,311390,기타 식품 제조업,기능성 식품 원료
넷게임즈,225570,소프트웨어 개발 및 공급업,기업인수합병
노랑풍선,104620,여행사 및 기타 여행보조 서비스업,"국내외여행 알선, 항공권 판매"
노바텍,285490,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재"
다날,064260,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제
다우데이타,032190,기계장비 및 관련 물품 도매업,"NT SERVER, PC SERVER, 바이러스 백신프로그램, 그래픽 프로그램등"
대원미디어,048910,기타 전문 도매업,"캐릭터 사업, 만화영화 제작"
대한과학,131220,기계장비 및 관련 물품 도매업,"의료, 정밀 및 연구실험기기 제조 및 유통"
대호피앤씨,021040,1차 철강 제조업,냉간압조용선재
대화제약,067080,의약품 제조업,"후로스판, 세파메칠 등"
동아화성,041930,고무제품 제조업,자동차용 고무부품
동양파일,228340,"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일
디앤씨미디어,263720,"서적, 잡지 및 기타 인쇄물 출판업",웹소설 콘텐츠
디이엔티,079810,특수 목적용 기계 제조업,FPD공정검사장비
라닉스,317120,반도체 제조업,"자동차 및 IoT 통신,보안 솔루션"
라온피플,300120,소프트웨어 개발 및 공급업,"카메라 모듈 검사기, AI 머신비전, 골프센서"
랩지노믹스,084650,자연과학 및 공학 연구개발업,체외진단 서비스 및 제품
로스웰,900260,기타 금융업,"CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈"
리더스코스메틱,016100,기타 화학제품 제조업,화장품
리메드,302550,의료용 기기 제조업,자기장 치료기기
린드먼아시아,277070,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자"
마니커에프앤지,195500,"도축, 육류 가공 및 저장 처리업","육가공품, 튀김류, 패티류, 삼계탕 등"
매직마이크로,127160,전자부품 제조업,"LED 리드프레임, LED PKG"
메가엠디,133750,일반 교습 학원,"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의"
메드팩토,235980,자연과학 및 공학 연구개발업,항암제 신약개발
메카로,241770,기타 화학제품 제조업,반도체용 전구체 및 히터블록
모베이스,101330,통신 및 방송 장비 제조업,휴대전화 케이스
모아텍,033200,전자부품 제조업,위치제어용초정및소형모터
미래에셋대우스팩4호,333430,금융 지원 서비스업,기업인수합병
바른손이앤에이,035620,"영화, 비디오물, 방송프로그램 제작 및 배급업",게임 개발 및 서비스
바이오스마트,038460,전자부품 제조업,"M/S 카드제조업, IC 카드제조, 카드장비판매"
바텍,043150,의료용 기기 제조업,"치과용 디지털 X-ray기기 (파노라마, CT) 및 구강스캐너 등"
보광산업,225530,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘"
본느,226340,기타 화학제품 제조업,기업인수합병
브릿지바이오,288330,기초 의약물질 및 생물학적 제제 제조업,"펠리노-1 단백질 저해제, 오토택신 저해제"
블러썸엠앤씨,263920,그외 기타 제품 제조업,"화장용 스펀지, 퍼프"
비엠티,086670,일반 목적용 기계 제조업,"정밀계장용피팅및밸브류,전원분배장치(MCPD)"
비츠로셀,082920,일차전지 및 축전지 제조업,리튬1차전지
비츠로시스,054220,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","원방감시제어시스템, 분산제어시스템"
삼기오토모티브,122350,자동차 신품 부품 제조업,자동차부품
삼보모터스,053700,자동차 신품 부품 제조업,증명서 자동발급기
삼영엠텍,054540,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 특수장치, 교량부품"
삼천당제약,000250,의약품 제조업,"세프메타졸, 파클캅셀, 네틸마이신"
샘코,263540,"항공기,우주선 및 부품 제조업",도어시스템
서울옥션,063170,상품 중개업,미술품경매
서한,011370,건물 건설업,"건축, 토목"
성도이엔지,037350,"건축기술, 엔지니어링 및 관련 기술 서비스업","반도체크린룸 시공, 반도체장비제조"
성우전자,081580,통신 및 방송 장비 제조업,휴대폰금속프레스부품(전자파차단ShieldCan)
세원물산,024830,자동차 신품 부품 제조업,라디에이터서포터
셀리버리,268600,자연과학 및 공학 연구개발업,바이오의약품[iCP-Parkin(파킨슨병 치료제)]및 연구용 시약
스카이문스테크놀로지,033790,통신 및 방송 장비 제조업,무선통신시스템용 중계기
시너지이노베이션,048870,의료용 기기 제조업,카메라 어플리케이션 프로세서(CAP)
신성델타테크,065350,가정용 기기 제조업,"세탁기, 자동차, 에어컨 및 LCD 부품"
신화인터텍,056700,플라스틱제품 제조업,디스플레이 BLU용 광학필름
씨젠,096530,의료용품 및 기타 의약 관련제품 제조업,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품"
아이컴포넌트,059100,전자부품 제조업,액정평판디스플레이용 플라스틱 박판필름 제조업
아즈텍WB,032080,"섬유제품 염색, 정리 및 마무리 가공업",직물
안랩,053800,소프트웨어 개발 및 공급업,바이러스백신 프로그램
알서포트,131370,소프트웨어 개발 및 공급업,"원격지원,제어 솔루션"
애니플러스,310200,"영화, 비디오물, 방송프로그램 제작 및 배급업",기업인수합병
어보브반도체,102120,반도체 제조업,"반도체,전자제품,마이크로컨트롤라"
에너토크,019990,일반 목적용 기계 제조업,전동액츄에이터
에버다임,041440,특수 목적용 기계 제조업,"콘크리트펌프트럭, 중장비개량사업"
에스넷,038680,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네트워크장비 설치 및 납품, 유지보수"
에스디시스템,121890,전자부품 제조업,"요금징수시스템, 지능형교통시스템,하이패스단말기"
에스앤에스텍,101490,전자부품 제조업,블랭크마스크
에스에이엠티,031330,기계장비 및 관련 물품 도매업,"반도체(메모리,비메모리), CPU, TFT-LCD, 네트웍 장비, PC 및 주변기기, 이동통신수탁사업"
에스와이,109610,"구조용 금속제품, 탱크 및 증기발생기 제조업",샌드위치 패널
에스티큐브,052020,기계장비 및 관련 물품 도매업,"전자부품, 정보통신기기, 지능형로봇외"
에스피지,058610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",소형 Geared Motor
에이비프로바이오,195990,특수 목적용 기계 제조업,소형 머시닝센터
에이피티씨,089970,특수 목적용 기계 제조업,300mm Poly Etch System
에코마케팅,230360,광고업,"온라인, 모바일 광고 종합대행업"
에코바이오,038870,사업시설 유지·관리 서비스업,"판매시점정보시스템(POS), 금전등록기"
에코캡,128540,자동차 신품 부품 제조업,"자동차 부품(전선, 케이블, 벌브소켓, LED 등)"
에프앤리퍼블릭,064090,상품 종합 도매업,CCTV CAMERA 등
에프엔에스테크,083500,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비"
엔바이오니아,317870,그외 기타 제품 제조업,양전하필터(정수기)
엔에이치스팩13호,310840,금융 지원 서비스업,기업인수합병
엔에이치스팩15,339950,금융 지원 서비스업,기타 금융지원(SPAC)
엘엠에스,073110,전자부품 제조업,프리즘시트
엠아이텍,179290,의료용 기기 제조업,비혈관 스텐트 및 체외충격파 쇄석기
엠에스오토텍,123040,자동차 신품 부품 제조업,자동차 차체 부품
엠케이전자,033160,전자부품 제조업,반도체용세금선
오스템임플란트,048260,의료용 기기 제조업,치과용임플란트
오이솔루션,138080,통신 및 방송 장비 제조업,광트랜시버
올리패스,244460,기초 의약물질 및 생물학적 제제 제조업,인공유전자 플랫폼(OliPass PNA) 기술을 활용한 RNA치료제 신약개발
와이엠씨,155650,전자부품 제조업,"FPD 패널용 Target, Backing Plate 등"
와이엠티,251370,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등"
와이제이엠게임즈,193250,전자부품 제조업,휴대폰용 진동모터
우리넷,115440,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)"
우리조명,037400,전구 및 조명장치 제조업,"변환장치 제조업 백열전구, 형광등"
원익IPS,240810,특수 목적용 기계 제조업,반도체 제조용 기계
위세아이텍,065370,소프트웨어 개발 및 공급업,"빅데이터분석, 인공지능, 데이터품질관리 솔루션"
유니슨,018000,일반 목적용 기계 제조업,"풍력발전기, 풍력타워"
유니크,011320,자동차 신품 부품 제조업,"EGR밸브, 유압솔레노이드밸브, 퓨얼벤트밸브, 퓨얼컷트밸브, 체크밸브, 케니스타 등"
유아이디,069330,전자부품 제조업,STN LCD GLASS(연마)
유아이엘,049520,전자부품 제조업,스마트폰 기구부품
유테크,178780,전자부품 제조업,"도광판, 몰드프레임"
이상네트웍스,080010,상품 중개업,기업간전자상거래서비스
이엠코리아,095190,특수 목적용 기계 제조업,CNC공작기계등
이큐셀,160600,특수 목적용 기계 제조업,"진공합착기, NPS"
이퓨쳐,134060,"서적, 잡지 및 기타 인쇄물 출판업",Smart Phonics 등(외국어 어학교재)
이화공영,001840,건물 건설업,도급공사
인텔리안테크,189300,통신 및 방송 장비 제조업,"해상용 위성통신 안테나, 해상용 위성방송 수신안테나"
인피니트헬스케어,071200,소프트웨어 개발 및 공급업,의료영상저장전송시스템(PACS)
일신바이오,068330,일반 목적용 기계 제조업,초저온냉동고및동결건조기
장원테크,174880,통신 및 방송 장비 제조업,스마트폰 및 태블릿PC Bracket
정원엔시스,045510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SI(시스템통합) 관련 소프트웨어, 중.대형 고속 레이져 프린터"
제이씨케미칼,137950,기타 화학제품 제조업,"바이오디젤, 글리세린 등"
제이앤티씨,204270,전자부품 제조업,"강화유리, 커넥터"
제이엘케이,322510,소프트웨어 개발 및 공급업,"인공지능 기반 의료영상 진단 플랫폼, 인공지능 기반 산업용 X-ray 판독시스템"
젬백스링크,064800,"섬유, 의복, 신발 및 가죽제품 소매업",의류제품
좋은사람들,033340,봉제의복 제조업,패션내의
중앙백신,072020,기초 의약물질 및 생물학적 제제 제조업,동물용백신
지어소프트,051160,소프트웨어 개발 및 공급업,"Mobile Solution & Platform, Internet GIS, Mobile Service"
지엔원에너지,270520,"건축기술, 엔지니어링 및 관련 기술 서비스업",-
지트리비앤티,115450,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D"
청보산업,013720,자동차 신품 부품 제조업,엔진부품
카스,016920,기계장비 및 관련 물품 도매업,"전자저울,로드셀"
카페24,042000,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","쇼핑몰솔루션, 광고솔루션, 호스팅솔루션"
케이비17호스팩,317030,금융 지원 서비스업,금융사업지원서비스
케이알피앤이,060900,기타 화학제품 제조업,바이오 연료 및 혼합물 제조업
케이에스피,073010,일반 목적용 기계 제조업,"선박용엔진밸브,형단조품"
코리아센터,290510,소프트웨어 개발 및 공급업,이커머스토탈솔루션
큐리언트,115180,자연과학 및 공학 연구개발업,저분자 혁신신약
크린앤사이언스,045520,일반 목적용 기계 제조업,자동차용 여과지
태웅,044490,기타 금속 가공제품 제조업,자유형단조품
테라셈,182690,반도체 제조업,이미지센서 패키징
토박스코리아,215480,"섬유, 의복, 신발 및 가죽제품 소매업",미니멜리사 등
티케이케미칼,104480,화학섬유 제조업,"수지, 폴리에스터, 스판덱스"
팅크웨어,084730,통신 및 방송 장비 제조업,"내비게이션,블랙박스,태블릿 및 위치정보서비스"
파라텍,033540,특수 목적용 기계 제조업,소방기기
파티게임즈,194510,소프트웨어 개발 및 공급업,모바일 게임
팜스토리,027710,동물용 사료 및 조제식품 제조업,사료
푸드나무,290720,무점포 소매업,
푸른저축은행,007330,은행 및 저축기관,대출이자
프리엠스,053160,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","건설기계용 전장, 네트워크 상품"
플랜티넷,075130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",유해사이트차단서비스
피엔티,137400,특수 목적용 기계 제조업,2차전지 및 전자소재용 Roll-to-Roll 장비
피제이메탈,128660,1차 비철금속 제조업,"탈산제, 조재제"
하나머티리얼즈,166090,반도체 제조업,"실리콘부품, 세라믹부품, 특수가스"
한국선재,025550,1차 철강 제조업,철강선재류
한국전자인증,041460,소프트웨어 개발 및 공급업,"개인용이메일 보안,인증업무,전자상거래관련 인증서비스/기업용 인증솔루션 제공"
한국큐빅,021650,플라스틱제품 제조업,Curl Fit(표면처리사업)
한독크린텍,256150,일반 목적용 기계 제조업,정수기 필터
한화플러스제1호스팩,340440,금융 지원 서비스업,기업인수
현대사료,016790,동물용 사료 및 조제식품 제조업,"양계, 양돈 배합사료"
현우산업,092300,전자부품 제조업,인쇄회로판(PCB)
형지I&C,011080,봉제의복 제조업,남성셔츠
홈캐스트,064240,영상 및 음향기기 제조업,디지털 셋톱박스
휴메딕스,200670,의약품 제조업,"히알루론산 관절염치료제, 히알루론산 더말필러"
흥구석유,024060,기타 전문 도매업,휘발유등
골프존데카,183410,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",골프거리측정기
네추럴FNP,086220,기타 식품 제조업,건강기능식품
데이터스트림즈,199150,소프트웨어 개발 및 공급업,TeraStream
비나텍,126340,전자부품 제조업,초고용량 커패시터
비엔디생활건강,215050,기타 화학제품 제조업,세탁용 세제
비엔에프코퍼레이션,271780,1차 비철금속 제조업,"솔더바, 솔더와이어, 솔더페이스트"
씨앗,103660,기타 화학제품 제조업,"잉크리본, 인화지"
아이케이세미콘,149010,반도체 제조업,비메모리 반도체
애드바이오텍,179530,의약품 제조업,"동물용의약품, 보조사료 등"
에스에이티이엔지,158300,특수 목적용 기계 제조업,"FPD Bonding System, Inspection System"
에스엘에스바이오,246250,기타 과학기술 서비스업,"신 의료 진단기술 연구개발, 의약품 연구개발 지원, 의약품 품질 관리 사업 등"
엔지브이아이,093510,자동차 신품 부품 제조업,천연가스자동차용 연료저장장치 등
이앤에치,341310,기타 섬유제품 제조업,"미세먼지용 HEPA 소재, 차량용 캐빈필터소재, 마스크용 소재"
이에스산업,241510,일반 목적용 기계 제조업,전동공구
제노텍,066830,기타 화학제품 제조업,"원료의약품, 합성유전자, 체외진단 분석기용 시약"
청광건설,140290,토목 건설업,"관도급, BTL, 자체사업"
파인이엠텍,278990,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광ESS,휴대폰 액세서리"
펨토바이오메드,327610,자연과학 및 공학 연구개발업,CellShot 플랫폼 / CellShot 기반 항암백신치료 제품군 / CellShot 기반 자가면역질환치료 제품군 / CellShot 기반 바이오의약품 생산세포주 제품군
CS홀딩스,000590,기타 금융업,"브랜드 수익, 자회사 배당"
DB,012030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리"
DB손해보험,005830,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험"
GS리테일,007070,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대"
HDC,012630,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업"
JW생명과학,234080,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등"
KC그린홀딩스,009440,기타 금융업,"환경방지오염시설(전기집진기,배연탈황설비,여과집진기,세정식집진기),제어장치 제조,설치"
KR모터스,000040,그외 기타 운송장비 제조업,"이륜차(오토바이) 제조,도매"
